"","id","hb","cancer_site_icd10code","cancer_site","sex","sex_qf","year","incidences_age_under5","incidences_age5to9","incidences_age10to14","incidences_age15to19","incidences_age20to24","incidences_age25to29","incidences_age30to34","incidences_age35to39","incidences_age40to44","incidences_age45to49","incidences_age50to54","incidences_age55to59","incidences_age60to64","incidences_age65to69","incidences_age70to74","incidences_age75to79","incidences_age80to84","incidences_age85and_over","incidences_all_ages","incidence_rate_age_under5","incidence_rate_age5to9","incidence_rate_age10to14","incidence_rate_age15to19","incidence_rate_age20to24","incidence_rate_age25to29","incidence_rate_age30to34","incidence_rate_age35to39","incidence_rate_age40to44","incidence_rate_age45to49","incidence_rate_age50to54","incidence_rate_age55to59","incidence_rate_age60to64","incidence_rate_age65to69","incidence_rate_age70to74","incidence_rate_age75to79","incidence_rate_age80to84","incidence_rate_age85and_over","crude_rate","crude_rate_lower95pc_confidence_interval","crude_rate_upper95pc_confidence_interval","easr","easr_lower95pc_confidence_interval","easr_lower95pc_confidence_interval_qf","easr_upper95pc_confidence_interval","easr_upper95pc_confidence_interval_qf","wasr","wasr_lower95pc_confidence_interval","wasr_lower95pc_confidence_interval_qf","wasr_upper95pc_confidence_interval","wasr_upper95pc_confidence_interval_qf","standardised_incidence_ratio","sir_lower95pc_confidence_interval","sir_upper95pc_confidence_interval"
"660",657,"S08000019","C82-C86","Non-Hodgkin lymphoma","All","d","2015-2019",1,3,2,1,4,2,7,3,6,9,19,25,38,25,36,42,26,21,270,1.29145572889761,3.51111267160563,2.37219784129996,1.13604089747231,4.0325426189348,2.17478768635212,7.90728147662834,3.28590674596655,6.13622417672326,7.75287287011354,15.8897419171392,23.2462991891691,41.4439960737267,28.2399719859478,48.6743013209665,77.2456411388215,67.9134886636715,66.8555601540861,17.7000432667724,15.6515492970995,19.9421498592751,18.2664918046784,"16.1289455245419"," ","20.5351175494055"," ",9.56059974956131,"8.28379496804928"," ","10.927580676789"," ",90.9061115052019,80.3851981708031,102.421404933169
"661",658,"S08000019","C82-C86","Non-Hodgkin lymphoma","Male"," ","2015-2019",1,2,2,0,1,1,4,2,4,6,13,15,21,18,19,25,12,9,155,2.48552183530932,4.61382301374919,4.62438437882957,0,1.98373338623289,2.22405088628428,9.45313607789384,4.52427272315975,8.46686281565523,10.645659232448,22.1544334429694,28.2944127966198,47.3282098668049,41.8653331782765,54.4334622546913,103.584006629376,73.295870999267,81.0883863411118,20.8552818355877,17.7013109441494,24.409143962067,22.215882290667,"18.8137975552557"," ","25.8965369145942"," ",11.7828752805807,"9.76544573440411"," ","13.9869223010376"," ",95.3893392175061,80.9634876937849,111.644241097399
"662",659,"S08000019","C82-C86","Non-Hodgkin lymphoma","Female"," ","2015-2019",0,1,0,1,3,1,3,1,2,3,6,10,17,7,17,17,14,12,115,0,2.3755790473928,0,2.34164617726262,6.1496832913105,2.12765957446809,6.49182030641392,2.12345783874461,3.95749648772187,5.02302218501465,9.85302569997537,18.3385292499542,35.9263720704157,15.3738030396205,43.5272429332241,56.2225088467771,63.8919313618109,59.0783773139031,14.7020658320155,12.1380631704363,17.6476034506312,14.3171013186898,"11.8160311231032"," ","17.0546942696846"," ",7.33832421854191,"5.83325370018188"," ","9.01352430704339"," ",85.4905566354078,70.5812223107214,102.618465970274
"663",660,"S08000019","C15","Oesophagus","All","d","2015-2019",0,0,0,0,0,2,0,1,4,2,9,33,30,40,49,42,30,36,278,0,0,0,0,0,2.17478768635212,0,1.09530224865552,4.0908161178155,1.72286063780301,7.52671985548698,30.6851149297032,32.7189442687316,45.1839551775165,66.2511323535377,77.2456411388215,78.3617176888517,114.609531692719,18.2244889931953,16.1449360558774,20.4975989389045,19.5351948504834,"17.2492329192193"," ","21.9613342487789"," ",8.10403397893916,"7.09799278149691"," ","9.17577988047323"," ",109.471768195713,96.9802060350517,123.125998234917
"664",661,"S08000019","C15","Oesophagus","Male"," ","2015-2019",0,0,0,0,0,2,0,1,4,2,8,20,24,28,35,28,17,15,184,0,0,0,0,0,4.44810177256856,0,2.26213636157988,8.46686281565523,3.54855307748266,13.6334975033658,37.7258837288263,54.0893827049199,65.1238516106524,100.272167311273,116.014087424902,103.835817248962,135.14731056852,24.7572377919235,21.3091466531397,28.6043709021274,27.453336530957,"23.5201158140499"," ","31.6861891005307"," ",11.8810022174882,"10.1120696615771"," ","13.79042168354"," ",108.286282157416,93.2045927905742,125.113350870412
"665",663,"S08000019","C25","Pancreas","All","d","2015-2019",0,0,0,0,0,0,1,1,2,3,11,21,28,31,32,42,31,41,244,0,0,0,0,0,0,1.12961163951833,1.09530224865552,2.04540805890775,2.58429095670451,9.19932426781742,19.526891318902,30.5376813174828,35.0175652625753,43.2660456186369,77.2456411388215,80.9737749451468,130.527522205597,15.995594655898,14.051360081883,18.1336409810697,16.6879109846069,"14.6100474195506"," ","18.9019128200841"," ",6.61913990918579,"5.73725915106486"," ","7.5631465786854"," ",101.765418454456,89.3960224266999,115.367862354589
"666",664,"S08000019","C25","Pancreas","Male"," ","2015-2019",0,0,0,0,0,0,1,1,1,3,6,13,10,13,21,20,11,13,113,0,0,0,0,0,0,2.36328401947346,2.26213636157988,2.11671570391381,5.32282961622398,10.2251231275243,24.5218244237371,22.5372427937166,30.2360739620886,60.1633003867641,82.8672053035011,67.1878817493281,117.127669159384,15.2041732091704,12.5303906478458,18.279609485663,17.2397939040087,"14.1138237194083"," ","20.673793265769"," ",6.97811482132234,"5.67291147378337"," ","8.41643492211293"," ",92.675889908708,76.3780501719384,111.421979542149
"667",665,"S08000019","C25","Pancreas","Female"," ","2015-2019",0,0,0,0,0,0,0,0,1,0,5,8,18,18,11,22,20,28,131,0,0,0,0,0,0,0,0,1.97874824386093,0,8.21085474997947,14.6708233999633,38.0396880745578,39.5326363875955,28.1646866038509,72.7585408605351,91.2741876597298,137.849547065774,16.7475706434263,14.0026080008067,19.8733529336971,16.1360280652051,"13.4875381771433"," ","19.0184185366724"," ",6.26016499704923,"5.1134512265632"," ","7.52115524588469"," ",111.170706633197,92.9495900808971,131.919711571853
"668",666,"S08000019","C43","Malignant melanoma of the skin","All","d","2015-2019",1,0,0,1,5,5,11,18,15,21,39,40,41,39,50,39,35,25,385,1.29145572889761,0,0,1.13604089747231,5.0406782736685,5.4369692158803,12.4257280347017,19.7154404757993,15.3405604418081,18.0900366969316,32.6157860404436,37.1940787026705,44.7158905005998,44.0543562980786,67.6031962791201,71.7280953431913,91.422003970327,79.5899525643883,25.2389505841014,22.7805106085939,27.8903784387454,26.1146737424838,"23.5343710098867"," ","28.8272638991253"," ",14.2848839968533,"12.7436488444817"," ","15.9128277046775"," ",98.0188323480734,88.4711526617054,108.31600621437
"669",667,"S08000019","C43","Malignant melanoma of the skin","Male"," ","2015-2019",1,0,0,1,3,1,3,9,5,7,16,25,20,27,29,20,23,16,206,2.48552183530932,0,0,2.20653133274492,5.95120015869867,2.22405088628428,7.08985205842038,20.3592272542189,10.583578519569,12.4199357711893,27.2669950067315,47.1573546610329,45.0744855874332,62.7979997674148,83.0826529150551,82.8672053035011,140.483752748595,144.157131273088,27.717342310523,24.0613462818713,31.7718585534937,29.7518844308618,"25.7574121045572"," ","34.0300842521193"," ",15.0281190247289,"12.8311278970515"," ","17.3961731083395"," ",104.700423431992,90.8901407585267,120.016089800544
"670",741,"S08000020","C03-C06","Mouth (IARC definition)","Female"," ","2015-2019",0,0,0,0,0,0,0,0,0,4,5,3,10,10,7,2,5,7,53,0,0,0,0,0,0,0,0,0,3.84164729836154,4.65848636461041,3.04327537584451,11.3616997102767,12.2149339782818,10.2857982514143,3.82255690831597,12.4109514235361,17.1371214532279,3.59331291246825,2.69163794947649,4.70014176156432,3.56623431901155,"2.6698325941137"," ","4.59039325274004"," ",1.79775207742078,"1.31151016632701"," ","2.3594778435544"," ",104.546759674014,78.3126971372163,136.749735731345
"671",668,"S08000019","C43","Malignant melanoma of the skin","Female"," ","2015-2019",0,0,0,0,2,4,8,9,10,14,23,15,21,12,21,19,12,9,179,0,0,0,0,4.09978886087367,8.51063829787234,17.3115208171038,19.1111205487015,19.7874824386093,23.440770196735,37.7699318499056,27.5077938749312,44.3796360869841,26.3550909250637,53.7689471528062,62.8369216522803,54.7645125958379,44.3087829854273,22.8840850776589,19.6543709766089,26.4930775117659,22.4774630541058,"19.2966023982964"," ","25.8974340665494"," ",13.5416489689777,"11.4323202508468"," ","15.8269224437663"," ",91.3126322636623,78.4253485892164,105.713321557537
"672",669,"S08000019","C44","Non-melanoma skin cancer","All","d","2015-2019",0,0,0,3,1,3,14,37,78,114,182,221,321,434,596,617,586,536,3743,0,0,0,3.40812269241693,1.0081356547337,3.26218152952818,15.8145629532567,40.5261832002541,79.7709142974023,98.2030563547715,152.20700152207,205.497284832255,350.092703675428,490.245913676054,805.830099647111,1134.77525196792,1530.6655521889,1706.40858298048,245.375044250108,237.576485625814,253.364388808494,267.176034506848,"258.460256646377"," ","276.034326045656"," ",105.647490496854,"101.949226758209"," ","109.410724030159"," ",109.893880552037,106.401211309509,113.471995348803
"673",670,"S08000019","C44","Non-melanoma skin cancer","Male"," ","2015-2019",0,0,0,1,1,1,4,18,30,50,102,128,198,270,389,388,375,312,2267,0,0,0,2.20653133274492,1.98373338623289,2.22405088628428,9.45313607789384,40.7184545084378,63.5014711174142,88.7138269370664,173.827093167914,241.445655864489,446.237407315589,627.979997674148,1114.45351668815,1607.62378288792,2290.4959687271,2811.06405982521,305.025315621144,292.597037354888,317.845784399416,351.2169159583,"336.498919755026"," ","366.245524408226"," ",131.589609301424,"125.81388867018"," ","137.493131048243"," ",112.994579328881,108.390607125399,117.74383587321
"674",671,"S08000019","C44","Non-melanoma skin cancer","Female"," ","2015-2019",0,0,0,2,0,2,10,19,48,64,80,93,123,164,207,229,211,224,1476,0,0,0,4.68329235452523,0,4.25531914893617,21.6394010213797,40.3456989361476,94.9799157053248,107.157806613646,131.373675999672,170.548322024574,259.937868509478,360.186242642537,530.008193363376,757.350266230115,962.94267981015,1102.79637652619,188.697818852651,179.192898110667,198.57600826297,183.135153055395,"173.892598114721"," ","192.613655962205"," ",79.7053716922842,"75.1278014419512"," ","84.416403753116"," ",105.449495902754,100.137886542709,110.969697991383
"675",672,"S08000019","C44, M-8090-8098","Basal cell carcinoma of the skin","All","d","2015-2019",0,0,0,1,1,3,10,33,72,111,161,191,266,343,436,409,328,237,2602,0,0,0,1.13604089747231,1.0081356547337,3.26218152952818,11.2961163951833,36.144974205632,73.6346901206791,95.618765398067,134.6446551926,177.601725805252,290.107972516087,387.452415647204,589.499871553927,752.225410137571,856.754780064779,754.512750310401,170.575972519044,164.084194579856,177.25874467501,179.112282222056,"172.172942671806"," ","186.186799377056"," ",78.9761157247341,"75.6911884452493"," ","82.3298430243832"," ",109.322281463441,105.16169562837,113.605275649559
"676",673,"S08000019","C44, M-8090-8098","Basal cell carcinoma of the skin","Male"," ","2015-2019",0,0,0,0,1,1,3,14,25,47,87,108,160,197,268,237,182,125,1455,0,0,0,0,1.98373338623289,2.22405088628428,7.08985205842038,31.6699090621183,52.9178925978452,83.3909973208424,148.264285349103,203.719772135662,360.595884699466,458.192813117804,767.798309697751,981.976382846488,1111.65404348888,1126.227588071,195.770548843743,185.839376853187,206.094594079612,215.921336684031,"204.741153175416"," ","227.394543040974"," ",90.9375049187687,"85.9984908734829"," ","96.0124785249818"," ",112.575753777695,106.86493987164,118.512485228505
"677",674,"S08000019","C44, M-8090-8098","Basal cell carcinoma of the skin","Female"," ","2015-2019",0,0,0,1,0,2,7,19,47,64,74,83,106,146,168,172,146,112,1147,0,0,0,2.34164617726262,0,4.25531914893617,15.1475807149658,40.3456989361476,93.0011674614639,107.157806613646,121.520650299696,152.209792774619,224.011496439063,320.653606254942,430.15157722245,568.839501273274,666.301569916028,551.398188263096,146.637126168015,138.27271291064,155.375242788521,142.303227760082,"134.170058783208"," ","150.672340883751"," ",67.0147265306996,"62.725945295069"," ","71.4433230408722"," ",105.456174716999,99.4407879665511,111.740315555751
"678",675,"S08000019","C44, M-8050-8078, M-8083-8084","Squamous cell carcinoma of the skin","All","d","2015-2019",0,0,0,2,0,0,2,4,6,2,20,29,53,87,155,201,250,294,1105,0,0,0,2.27208179494462,0,0,2.25922327903667,4.38120899462207,6.13622417672326,1.72286063780301,16.7260441233044,26.9657070594361,57.8034682080925,98.2751025110983,209.569908465272,369.675568307217,653.014314073764,935.977842157206,72.4390659621612,68.2303917426809,76.8394027371078,85.4329663799663,"80.2835592281368"," ","90.7401697616521"," ",25.7036569884653,"24.0655762929964"," ","27.3949086633515"," ",112.171907486128,105.654774652949,118.985829823074
"679",676,"S08000019","C44, M-8050-8078, M-8083-8084","Squamous cell carcinoma of the skin","Male"," ","2015-2019",0,0,0,1,0,0,0,4,5,2,15,20,37,70,116,147,186,185,788,0,0,0,2.20653133274492,0,0,0,9.0485454463195,10.583578519569,3.54855307748266,25.5628078188108,37.7258837288263,83.3877983367515,162.809629026631,332.330611660221,609.073958980733,1136.08600048864,1666.81683034508,106.02556184802,98.7510215629356,113.69420456816,131.548828128863,"122.203439124787"," ","141.233654323517"," ",39.3482709640922,"36.4547951767749"," ","42.3506755552099"," ",114.640167680337,106.774569012019,122.931889714101
"680",677,"S08000019","C44, M-8050-8078, M-8083-8084","Squamous cell carcinoma of the skin","Female"," ","2015-2019",0,0,0,1,0,0,2,0,1,0,5,9,16,17,39,54,64,109,317,0,0,0,2.34164617726262,0,0,4.32788020427595,0,1.97874824386093,0,8.21085474997947,16.5046763249587,33.8130560662736,37.3363788105069,99.8566161409259,178.589145748586,292.077400511135,536.62859393462,40.5265640760774,36.187591131966,45.2425350019915,39.3171046310698,"35.1002255841525"," ","43.7697304456278"," ",12.0590430128385,"10.5613025891372"," ","13.6546523645691"," ",106.473386530939,95.0738229617599,118.863417778615
"681",678,"S08000019","C16","Stomach","All","d","2015-2019",0,0,0,0,0,1,2,0,3,3,4,13,14,21,21,26,22,18,148,0,0,0,0,0,1.08739384317606,2.25922327903667,0,3.06811208836163,2.58429095670451,3.34520882466088,12.0880755783679,15.2688406587414,23.7215764681961,28.3933424372304,47.8187302287942,57.4652596384913,57.3047658463596,9.70224593882341,8.20212247867369,11.3973224099779,10.624826100607,"8.93729332692178"," ","12.4561377378212"," ",4.29370044092522,"3.56502749634261"," ","5.08912547010919"," ",83.9123315225673,70.9381338051954,98.572629736041
"682",679,"S08000019","C16","Stomach","Male"," ","2015-2019",0,0,0,0,0,1,1,0,2,1,1,10,11,14,13,18,12,13,97,0,0,0,0,0,2.22405088628428,2.36328401947346,0,4.23343140782761,1.77427653874133,1.70418718792072,18.8629418644132,24.7909670730883,32.5619258053262,37.243947858473,74.580484773151,73.295870999267,117.127669159384,13.0513699229162,10.5837817991559,15.9215644868745,14.9670224965183,"12.0567355917763"," ","18.1872237579369"," ",5.93120858561539,"4.71827418752974"," ","7.28080269859439"," ",86.964586997689,70.5224216671035,106.089421120992
"683",680,"S08000019","C16","Stomach","Female"," ","2015-2019",0,0,0,0,0,0,1,0,1,2,3,3,3,7,8,8,10,5,51,0,0,0,0,0,0,2.16394010213797,0,1.97874824386093,3.34868145667643,4.92651284998768,5.50155877498625,6.3399480124263,15.3738030396205,20.4834084391643,26.4576512220128,45.6370938298649,24.6159905474596,6.52004658637208,4.85460294045034,8.57265714611217,6.28262970469575,"4.67510259023006"," ","8.12404139557215"," ",2.65619229623506,"1.89583431507923"," ","3.54276470725605"," ",78.6613397275685,58.5685341481125,103.425134652836
"684",681,"S08000020","C00-C97, excluding C44","All cancer types","All","d","2015-2019",36,28,17,31,57,117,195,259,368,622,1031,1355,1939,2502,2642,2293,1812,1780,17084,22.940895332165,17.0214835438729,11.404038371235,20.3952735598305,29.5223593026508,54.6568066410356,93.6082375249022,132.621240904692,195.443199320198,301.128991653595,486.32763671184,689.732404188279,1106.19847676641,1545.21705297093,2030.63632241155,2395.67879307102,2587.13002755608,2827.37149755385,582.564662154098,573.861310127621,591.366965450144,631.96578587769,"622.374384562624"," ","641.629513905428"," ",294.034980784779,"289.171227428509"," ","298.938735426645"," ",98.1414178925177,96.6752127417663,99.6242928115004
"685",682,"S08000020","C00-C97, excluding C44","All cancer types","Male"," ","2015-2019",18,16,10,14,28,35,59,86,125,235,405,668,1037,1430,1557,1252,947,825,8747,22.3508083542355,19.0005700171005,13.1102837065394,17.929409354029,28.7185378161603,31.4363727814903,55.8733285351718,86.7171508374255,131.192275398825,229.41601421403,386.94513977796,682.50319284802,1188.26629998854,1786.33887972818,2509.18584413073,2885.25799092019,3182.97929550955,3731.5120539147,600.100988756768,587.590085319155,612.811178162738,697.187573399553,"682.372146124978"," ","712.159902973297"," ",303.757001999752,"296.914512615072"," ","310.676357562802"," ",100.318004898145,98.2265754623512,102.442748677897
"686",1587,"GR0800001","C92.0","Acute myeloid leukaemia","Female"," ","2015-2019",0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,1,1,7,0,0,0,0,0,0,0,0,0,7.65286599831637,14.3010368251698,0,0,0,19.0603259315734,0,16.4880461665293,15.9616919393456,3.88858644327663,1.56341342979983,8.01197426961369,3.29404501325787," ","z"," ","z",1.71767901031832," ","z"," ","z",123.596090086726,49.6920384646289,254.655183328081
"687",683,"S08000020","C00-C97, excluding C44","All cancer types","Female"," ","2015-2019",18,12,7,17,29,82,136,173,243,387,626,687,902,1072,1085,1041,865,955,8337,23.5629851684099,14.9458213974343,9.61617715745803,23.0003247104665,30.3423453586674,79.8232207696127,132.400042835308,179.983354140658,261.262229867756,371.679376116479,583.242492849223,696.910061068393,1024.82531386695,1309.44092247181,1594.29872896922,1989.64087077846,2147.09459627175,2337.99299826181,565.23490096694,553.166132805166,577.500624856336,566.743998355826,"554.605161743382"," ","579.012419433548"," ",284.312959569806,"277.422398712731"," ","291.286873024538"," ",95.9570619285528,93.9082083777201,98.0393516541869
"688",684,"S08000020","C67","Bladder","All","d","2015-2019",0,0,0,0,0,0,0,0,4,4,13,21,40,52,68,72,76,78,428,0,0,0,0,0,0,0,0,2.1243826013065,1.93652084664691,6.13216224757898,10.6895796959069,22.8199788915195,32.1148228435205,52.2646744602519,75.2241051465825,108.510972458202,123.896054387191,14.594806567663,13.2446932427267,16.045219598454,17.2808643250387,"15.64342946743"," ","18.9986292009626"," ",6.10340791920007,"5.49574939719287"," ","6.74247098877135"," ",96.8167111343871,87.8605436666625,106.438230869961
"689",685,"S08000020","C67","Bladder","Male"," ","2015-2019",0,0,0,0,0,0,0,0,3,3,11,16,32,37,55,58,57,55,327,0,0,0,0,0,0,0,0,3.14861460957179,2.92871507507273,10.509621080389,16.3473818646232,36.6678125358084,46.2199570279318,88.6353381035261,133.662111400456,191.58375907502,248.76747026098,22.4343230048546,20.0683692800831,25.0025324966286,27.8165991067047,"24.8168210882675"," ","30.9850553421741"," ",9.70841134470843,"8.62249311907025"," ","10.8578020479341"," ",106.541203373818,95.3052254970004,118.737699328274
"690",686,"S08000020","C67","Bladder","Female"," ","2015-2019",0,0,0,0,0,0,0,0,1,1,2,5,8,15,13,14,19,23,101,0,0,0,0,0,0,0,0,1.07515320933233,0.960411824590384,1.86339454584416,5.07212562640751,9.08935976822133,18.3224009674228,19.1021967526266,26.7578983582118,47.1616154094373,56.3076847748917,6.84763404074139,5.57751038962622,8.32049610131181,6.74512954337277,"5.48900886893124"," ","8.12873892598549"," ",2.4984044936917,"1.97670476612778"," ","3.08027872965833"," ",74.7323690790378,60.870741996397,90.8066029615984
"691",687,"S08000020","C40-C41","Bone and articular cartilage","All","d","2015-2019",1,1,2,2,1,2,1,0,3,0,1,4,1,2,3,0,0,3,27,0.63724709256014,0.607910126566888,1.34165157308647,1.31582410063423,0.517936128116681,0.934304387026249,0.480042243717447,0,1.59328695097987,0,0.471704788275306,2.03611041826798,0.570499472287988,1.23518549398156,2.3057944614817,0,0,4.76523286104581,0.920700414315186,0.606747374529497,1.33957076418687,0.911422871212423,".599217459215713"," ","1.28805367360962"," ",0.837145357181955,".509839718571396"," ","1.24429372310716"," ",104.668372691857,68.9771171378212,152.286986964501
"692",711,"S08000020","D05","Carcinoma in situ of the breast","All","d","2015-2019",0,0,0,0,0,0,0,4,16,16,82,44,37,50,36,11,9,4,309,0,0,0,0,0,0,0,2.04820449273655,8.49753040522598,7.74608338658766,38.6797926385751,22.3972146009478,21.1084804746556,30.879637349539,27.6695335377804,11.4925716196168,12.8499835805765,6.35364381472775,10.5369047416071,9.39467991274338,11.7797104732503,10.4887043742536,"9.34999967191379"," ","11.6918935596018"," ",6.3760553413797,"5.65979308863008"," ","7.13437510018186"," ",121.912398049334,108.696812313951,136.291708745367
"693",688,"S08000020","C40-C41","Bone and articular cartilage","Male"," ","2015-2019",1,1,2,1,1,2,1,0,3,0,1,2,1,2,2,0,0,0,20,1.2417115752353,1.18753562606878,2.62205674130788,1.28067209671636,1.02566206486287,1.7963641589423,0.947005568392742,0,3.14861460957179,0,0.955420098217186,2.04342273307791,1.14586914174401,2.49837605556388,3.22310320376458,0,0,0,1.37212984739172,0.838132557718913,2.11914326288873,1.3603499586049,".828513302972892"," ","2.02191308955988"," ",1.40525988128553,".80571519227418"," ","2.16882143771731"," ",128.248620763793,78.337589368096,198.069593182442
"694",689,"S08000020","C40-C41","Bone and articular cartilage","Female"," ","2015-2019",0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,3,7,0,0,0,1.35296027708626,0,0,0,0,0,0,0,2.02885025056301,0,0,1.46939975020204,0,0,7.34448062281196,0.474588497873166,0.190809190441507,0.977833690746093,0.462495783819951," ","z"," ","z",0.269030833078385," ","z"," ","z",68.6203988005371,27.5889592806843,141.3842478701
"695",690,"S08000020","ICD-10 C40-C41, C47+C49","Bone and connective tissue","All","d","2015-2019",2,1,4,6,1,5,3,5,5,4,9,10,7,10,13,11,4,4,104,1.27449418512028,0.607910126566888,2.68330314617294,3.94747230190268,0.517936128116681,2.33576096756562,1.44012673115234,2.56025561592069,2.65547825163312,1.93652084664691,4.24534309447775,5.09027604566996,3.99349630601592,6.17592746990779,9.99177599975405,11.4925716196168,5.71110381358957,6.35364381472775,3.54640159588072,2.89766709212562,4.29705911220629,3.68535876046919,"3.0066828676117"," ","4.4320672685596"," ",2.68544377241755,"2.11267842815677"," ","3.32586961821621"," ",98.589172129413,80.5544978468134,119.457283392735
"696",691,"S08000020","ICD-10 C40-C41, C47+C49","Bone and connective tissue","Male"," ","2015-2019",1,1,2,3,1,4,2,2,5,3,5,6,5,8,8,7,2,0,65,1.2417115752353,1.18753562606878,2.62205674130788,3.84201629014907,1.02566206486287,3.5927283178846,1.89401113678548,2.01667792645176,5.24769101595298,2.92871507507273,4.77710049108593,6.13026819923372,5.72934570872006,9.99350422225553,12.8924128150583,16.1316341345378,6.72223716052702,0,4.45942200402308,3.44168775602119,5.68389941573832,4.68086396022608,"3.60371524881117"," ","5.89671305415956"," ",3.41004295533111,"2.53364928000628"," ","4.41460458548992"," ",107.386699883686,82.8787878374769,136.873164319568
"697",692,"S08000020","ICD-10 C40-C41, C47+C49","Bone and connective tissue","Female"," ","2015-2019",1,0,2,3,0,1,1,3,0,1,4,4,2,2,5,4,2,4,39,1.30905473157833,0,2.74747918784515,4.05888083125879,0,0.973453911824545,0.973529726730206,3.1210986267166,0,0.960411824590384,3.72678909168833,4.05770050112601,2.27233994205533,2.44298679565637,7.34699875101021,7.64511381663195,4.96438056941445,9.79264083041594,2.64413591672192,1.88023911730855,3.61462084215274,2.68985356071231,"1.91053784712004"," ","3.60039238506756"," ",1.96084458950399,"1.27057275145922"," ","2.79848379118172"," ",86.7450326323845,61.6841980611274,118.583315223433
"698",712,"S08000020","D05","Carcinoma in situ of the breast","Male"," ","2015-2019",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.02171136653895,0,0,0,0,0,0,0.0686064923695859,0.00173696600028883,0.382250909786503,0.0664112388250319," ","z"," ","z",0.0408684546615581," ","z"," ","z",86.1926667126276,2.1822093854842,480.234801836811
"699",693,"S08000020","ICD-10 C47+C49","Connective tissue","All","d","2015-2019",1,0,2,4,0,3,2,5,2,4,8,6,6,8,10,11,4,1,77,0.63724709256014,0,1.34165157308647,2.63164820126845,0,1.40145658053937,0.960084487434894,2.56025561592069,1.06219130065325,1.93652084664691,3.77363830620245,3.05416562740197,3.42299683372793,4.94074197592623,7.68598153827234,11.4925716196168,5.71110381358957,1.58841095368194,2.62570118156553,2.07216231110966,3.28167596460837,2.77393588925677,"2.18521619710344"," ","3.43181329789255"," ",1.84829841523559,"1.39759563461329"," ","2.36102466794167"," ",96.62138863518,76.2520889210723,120.760157697039
"700",694,"S08000020","ICD-10 C47+C49","Connective tissue","Male"," ","2015-2019",0,0,0,2,0,2,1,2,2,3,4,4,4,6,6,7,2,0,45,0,0,0,2.56134419343271,0,1.7963641589423,0.947005568392742,2.01667792645176,2.09907640638119,2.92871507507273,3.82168039286874,4.08684546615581,4.58347656697605,7.49512816669165,9.66930961129375,16.1316341345378,6.72223716052702,0,3.08729215663137,2.25189208392457,4.13103980665036,3.32051400162118,"2.41431335815075"," ","4.36888207471956"," ",2.00478307404558,"1.41106165301854"," ","2.70113051676812"," ",100.146433266196,73.0474956252595,134.003807002225
"701",695,"S08000020","ICD-10 C47+C49","Connective tissue","Female"," ","2015-2019",1,0,2,2,0,1,1,3,0,1,4,2,2,2,4,4,2,1,32,1.30905473157833,0,2.74747918784515,2.70592055417253,0,0.973453911824545,0.973529726730206,3.1210986267166,0,0.960411824590384,3.72678909168833,2.02885025056301,2.27233994205533,2.44298679565637,5.87759900080817,7.64511381663195,4.96438056941445,2.44816020760399,2.16954741884876,1.48396882843657,3.06275362208793,2.22735777689236,"1.52183129812037"," ","3.06513484179306"," ",1.6918137564256,"1.05296525178801"," ","2.47969140554005"," ",92.0643455037864,62.9719441718997,129.96738638075
"702",696,"S08000020","C71","Malignant brain cancer","All","d","2015-2019",7,9,0,1,3,5,8,3,8,12,27,29,28,35,38,26,19,11,269,4.46072964792098,5.47119113910199,0,0.657912050317114,1.55380838435004,2.33576096756562,3.84033794973958,1.53615336955242,4.24876520261299,5.80956253994074,12.7360292834333,14.7618005324429,15.9739852240637,21.6157461446773,29.2067298454349,27.1642601918215,27.1277431145505,17.4725204905013,9.17290412780686,8.10937842040912,10.3371447198513,9.60789835463871,"8.4819522784869"," ","10.8029965873387"," ",5.99349153090926,"5.18017490812291"," ","6.86524491849921"," ",116.348930402304,102.859191843283,131.116134520865
"703",697,"S08000020","C71","Malignant brain cancer","Male"," ","2015-2019",5,4,0,1,0,1,3,3,6,9,16,19,19,13,22,15,9,5,150,6.20855787617652,4.75014250427513,0,1.28067209671636,0,0.89818207947115,2.84101670517823,3.02501688967763,6.29722921914358,8.78614522521819,15.286721571475,19.4125159642401,21.7715136931362,16.2394443611652,35.4541352414104,34.5677874311525,30.2500672223716,22.61522456918,10.2909738554379,8.71001691158583,12.0759203627551,11.1809896497764,"9.43926117708002"," ","13.0680091994862"," ",6.88208836678517,"5.66578348280261"," ","8.21490215438954"," ",113.990211793351,96.4783981013323,133.761560284473
"704",698,"S08000020","C71","Malignant brain cancer","Female"," ","2015-2019",2,5,0,0,3,4,5,0,2,3,11,10,9,22,16,11,10,6,119,2.61810946315665,6.22742558226429,0,0,3.1388633129656,3.89381564729818,4.86764863365103,0,2.15030641866466,2.88123547377115,10.2486700021429,10.144251252815,10.225529739249,26.8728547522201,23.5103960032327,21.0240629957379,24.8219028470723,14.6889612456239,8.06800446384382,6.68367274392373,9.6545702106351,8.03480705950102,"6.65273982681622"," ","9.54536878768891"," ",5.10489469503336,"4.06243673174956"," ","6.26461530664082"," ",119.464899872865,98.9667641749711,142.957563880618
